loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
851,1, Not Graduate, No,1000000,3600000,4,546,2500000,0,2600000,500000, Approved
852,4, Not Graduate, Yes,1600000,3800000,2,896,1200000,400000,4800000,2000000, Approved
853,0, Graduate, No,2200000,6400000,4,854,900000,1600000,6500000,1300000, Approved
854,5, Graduate, Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000, Approved
855,5, Not Graduate, No,7900000,29900000,6,568,5800000,13900000,15900000,8700000, Approved
856,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000, Rejected
857,2, Not Graduate, Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000, Rejected
858,0, Not Graduate, Yes,2500000,9900000,6,623,6000000,1800000,6200000,1800000, Approved
859,1, Not Graduate, Yes,8900000,32000000,16,711,4300000,1200000,22100000,5200000, Approved
860,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000, Approved
861,3, Not Graduate, Yes,5800000,18200000,16,835,1000000,6100000,14600000,7900000, Approved
862,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000, Approved
863,5, Graduate, No,6100000,17800000,6,849,2900000,10900000,16100000,7800000, Approved
864,5, Graduate, No,5400000,19700000,20,423,6500000,10000000,15700000,7300000, Rejected
865,1, Not Graduate, Yes,5200000,11200000,2,370,9900000,10200000,16700000,6400000, Rejected
866,5, Not Graduate, No,8500000,31300000,12,378,21400000,13100000,30400000,8800000, Rejected
867,4, Not Graduate, No,900000,1900000,20,417,1000000,800000,2800000,900000, Rejected
868,1, Not Graduate, No,1400000,4100000,20,530,1200000,1100000,3000000,1900000, Rejected
869,1, Not Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000, Rejected
870,4, Graduate, No,6300000,15000000,18,750,800000,6500000,15400000,7700000, Approved
871,1, Graduate, No,3100000,7600000,20,346,700000,4600000,8100000,4400000, Rejected
872,4, Graduate, Yes,6900000,19000000,14,330,9300000,7100000,18800000,8400000, Rejected
873,2, Not Graduate, Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000, Approved
874,4, Not Graduate, No,600000,1200000,14,338,500000,500000,2300000,500000, Rejected
875,1, Graduate, No,2500000,6900000,20,495,4800000,3300000,5700000,3700000, Rejected
876,3, Not Graduate, Yes,3100000,11400000,16,562,3600000,3600000,7200000,3100000, Approved
877,2, Not Graduate, No,5700000,21300000,10,323,1600000,11200000,16200000,5100000, Rejected
878,3, Not Graduate, Yes,3700000,13800000,10,621,4000000,800000,11900000,5300000, Approved
879,2, Not Graduate, Yes,1600000,4300000,20,512,3200000,2500000,6300000,900000, Rejected
880,3, Graduate, Yes,5800000,16700000,18,633,8100000,8400000,14700000,3700000, Approved
881,1, Not Graduate, Yes,6800000,13700000,10,879,500000,2600000,22000000,6800000, Approved
882,1, Graduate, Yes,5300000,11500000,14,848,1300000,3600000,14700000,5700000, Approved
883,2, Graduate, No,6600000,13100000,20,885,10900000,4300000,20600000,6200000, Approved
884,0, Not Graduate, No,7600000,25200000,6,888,12700000,10900000,24500000,7500000, Approved
885,4, Not Graduate, No,1100000,2500000,4,603,1900000,1400000,3900000,500000, Approved
886,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000, Approved
887,1, Graduate, Yes,3300000,11700000,4,682,3500000,5500000,12300000,1600000, Approved
888,4, Graduate, Yes,2600000,5900000,6,471,3500000,1900000,7300000,3400000, Rejected
889,4, Not Graduate, Yes,9300000,36700000,20,808,16500000,14700000,26500000,7100000, Approved
890,4, Not Graduate, No,5300000,18500000,8,470,2900000,9300000,14900000,4900000, Rejected
891,2, Graduate, No,4200000,10200000,14,407,5900000,4500000,12000000,2500000, Rejected
892,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000, Approved
893,3, Not Graduate, No,5500000,16200000,18,778,4700000,10700000,15300000,6100000, Approved
894,0, Graduate, No,3700000,12300000,16,831,8000000,2200000,11200000,2400000, Approved
895,5, Not Graduate, No,5800000,22800000,12,600,16000000,1100000,20700000,5700000, Approved
896,2, Not Graduate, Yes,9800000,32700000,2,304,4700000,19000000,24500000,8600000, Approved
897,5, Not Graduate, No,3300000,8400000,18,520,500000,6300000,11000000,4000000, Rejected
898,2, Not Graduate, Yes,600000,1100000,8,885,700000,0,1200000,300000, Approved
899,2, Not Graduate, No,7500000,29100000,20,815,12400000,9500000,25300000,9100000, Approved
900,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000, Approved
901,3, Graduate, Yes,1800000,5100000,8,790,100000,0,3700000,2000000, Approved
902,2, Graduate, Yes,1600000,4700000,12,582,1500000,1300000,5200000,1000000, Approved
903,5, Graduate, No,1300000,2700000,6,607,800000,1500000,4700000,1600000, Approved
904,5, Graduate, Yes,2400000,8200000,10,709,2100000,3700000,8800000,2800000, Approved
905,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000, Approved
906,3, Not Graduate, No,7900000,28000000,4,394,22800000,13200000,18200000,3900000, Approved
907,4, Not Graduate, No,7200000,18900000,16,371,6600000,14100000,18900000,4900000, Rejected
908,3, Not Graduate, No,6200000,13200000,14,707,17200000,8900000,23100000,4200000, Approved
909,0, Not Graduate, Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000, Rejected
910,0, Not Graduate, Yes,800000,2400000,16,825,700000,0,3100000,1100000, Approved
911,2, Not Graduate, Yes,3800000,14500000,16,567,2400000,2600000,10500000,3000000, Approved
912,4, Graduate, No,4700000,17000000,4,364,2900000,4600000,18800000,6200000, Approved
913,5, Not Graduate, No,9900000,33600000,20,580,7000000,10800000,37400000,14700000, Approved
914,1, Graduate, Yes,6200000,16200000,4,888,-100000,12000000,24300000,4000000, Approved
915,0, Graduate, Yes,2900000,10800000,20,694,6400000,200000,10600000,2100000, Approved
916,0, Not Graduate, No,2500000,6900000,12,471,7100000,4000000,5200000,1500000, Rejected
917,5, Not Graduate, No,9000000,35200000,2,437,18400000,17800000,18300000,10400000, Approved
918,4, Not Graduate, Yes,5200000,11400000,10,406,14700000,2000000,13000000,4400000, Rejected
919,5, Not Graduate, No,6000000,19700000,20,376,14700000,10700000,17100000,5500000, Rejected
920,1, Graduate, No,5100000,13800000,14,350,6200000,2200000,12600000,3600000, Rejected
921,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000, Approved
922,4, Graduate, Yes,9200000,25400000,14,765,21200000,6600000,25100000,5600000, Approved
923,4, Not Graduate, No,9800000,32200000,18,593,9500000,400000,34000000,14300000, Approved
924,1, Graduate, No,5100000,11800000,12,314,14700000,7600000,12400000,4900000, Rejected
925,4, Graduate, Yes,1500000,3300000,16,382,200000,2400000,3200000,1100000, Rejected
926,2, Not Graduate, Yes,6200000,16500000,4,510,14100000,4700000,18200000,6300000, Rejected
927,2, Graduate, Yes,6300000,24600000,8,464,7700000,2200000,13000000,6900000, Rejected
928,1, Graduate, Yes,5500000,14900000,2,403,7400000,8900000,19700000,4100000, Rejected
929,3, Not Graduate, No,8100000,30400000,12,606,900000,1100000,31900000,11600000, Approved
930,1, Graduate, No,6300000,22000000,20,646,9500000,7900000,13500000,5500000, Approved
931,1, Graduate, No,1100000,3600000,20,495,1600000,1100000,3100000,500000, Rejected
932,1, Not Graduate, Yes,3000000,6000000,16,518,3800000,1700000,11600000,3900000, Rejected
933,5, Graduate, No,2700000,7600000,8,746,900000,2200000,7200000,3400000, Approved
934,0, Not Graduate, No,5000000,16300000,12,737,2600000,3400000,11800000,4400000, Approved
935,0, Not Graduate, No,8400000,22300000,14,371,8300000,3700000,22300000,9100000, Rejected
936,1, Graduate, No,7700000,27300000,8,509,10100000,2200000,20200000,10800000, Rejected
937,5, Not Graduate, No,2500000,8800000,10,769,3700000,1600000,8200000,2700000, Approved
938,5, Not Graduate, No,5700000,11600000,4,892,10200000,6100000,19800000,7400000, Approved
939,5, Graduate, No,4600000,14400000,6,785,6500000,6300000,14700000,6200000, Approved
940,1, Graduate, Yes,5000000,19400000,10,410,11600000,6200000,11700000,4500000, Rejected
941,2, Not Graduate, Yes,8500000,30900000,14,511,23300000,4400000,21900000,5500000, Rejected
942,1, Graduate, Yes,7800000,25100000,18,766,6900000,7200000,16600000,10200000, Approved
943,5, Not Graduate, No,900000,3100000,20,834,1000000,900000,2100000,1300000, Approved
944,2, Graduate, No,5600000,19500000,8,429,6100000,2200000,21100000,7200000, Rejected
945,4, Not Graduate, No,3200000,10600000,16,693,7800000,4900000,10400000,1800000, Approved
946,0, Graduate, Yes,2400000,5900000,14,319,2000000,4200000,9500000,3300000, Rejected
947,2, Not Graduate, Yes,200000,600000,8,552,400000,200000,700000,200000, Approved
948,3, Not Graduate, Yes,6000000,16000000,12,606,2600000,11600000,19300000,7800000, Approved
949,2, Not Graduate, No,5600000,13700000,2,558,7500000,9300000,12100000,6700000, Approved
950,5, Not Graduate, Yes,200000,300000,8,412,-100000,100000,500000,100000, Rejected
951,5, Graduate, Yes,3900000,9000000,8,340,4900000,6800000,9000000,5200000, Rejected
952,4, Graduate, Yes,6900000,16300000,8,606,5800000,900000,23700000,3600000, Approved
953,1, Not Graduate, Yes,2300000,6400000,8,578,3600000,1800000,7000000,3000000, Approved
954,1, Graduate, No,2600000,9900000,6,594,2900000,4300000,6700000,2500000, Approved
955,4, Graduate, Yes,2600000,9400000,18,481,2700000,4400000,8600000,2400000, Rejected
956,5, Not Graduate, Yes,8800000,23100000,16,531,20800000,2600000,22100000,8000000, Rejected
957,2, Not Graduate, No,7500000,15400000,8,332,8300000,3100000,23700000,5400000, Rejected
958,2, Graduate, No,9500000,31500000,12,650,17600000,16600000,22200000,11400000, Approved
959,5, Graduate, Yes,6900000,18600000,18,307,3500000,4800000,25300000,4200000, Rejected
960,5, Graduate, No,9900000,24600000,2,530,24200000,12800000,20400000,13000000, Rejected
961,0, Not Graduate, Yes,9300000,22200000,14,701,600000,10100000,35900000,5700000, Approved
962,2, Graduate, No,5600000,17200000,16,586,13700000,2100000,14300000,4300000, Approved
963,0, Graduate, Yes,8100000,17600000,16,384,15200000,13300000,31700000,10200000, Rejected
964,4, Not Graduate, No,6000000,18000000,18,882,6700000,2500000,12200000,7500000, Approved
965,3, Graduate, Yes,800000,1500000,2,589,1500000,1100000,1800000,400000, Approved
966,1, Graduate, No,500000,1300000,6,670,1000000,500000,1400000,700000, Approved
967,2, Not Graduate, No,2900000,7300000,2,776,8300000,3000000,8500000,3400000, Approved
968,2, Graduate, No,3200000,6300000,10,339,300000,4900000,7300000,2700000, Rejected
969,1, Graduate, No,7500000,16000000,10,541,16300000,4500000,22400000,5100000, Rejected
970,4, Not Graduate, No,1600000,6200000,18,554,3200000,800000,5500000,1100000, Approved
971,0, Graduate, Yes,9300000,25000000,14,362,14900000,16100000,32300000,11000000, Rejected
972,1, Graduate, Yes,7800000,16200000,2,335,4900000,7900000,28700000,6400000, Rejected
973,5, Not Graduate, Yes,5300000,13700000,18,708,7600000,900000,19200000,5900000, Approved
974,0, Graduate, No,300000,700000,16,779,200000,0,1000000,400000, Approved
975,0, Not Graduate, Yes,5500000,15300000,4,859,4600000,9500000,21400000,2900000, Approved
976,0, Graduate, No,1500000,5600000,18,604,2000000,2400000,4400000,1800000, Approved
977,3, Graduate, No,6300000,17000000,16,388,11700000,2100000,16100000,3200000, Rejected
978,0, Graduate, Yes,3800000,8100000,20,831,6500000,1700000,7700000,2000000, Approved
979,4, Not Graduate, No,1000000,3800000,2,611,1700000,1800000,2500000,600000, Approved
980,4, Graduate, Yes,1200000,4800000,2,752,2800000,900000,3000000,600000, Approved
981,5, Not Graduate, Yes,8500000,25800000,14,786,13900000,11000000,32400000,11300000, Approved
982,0, Graduate, No,8600000,29000000,18,481,21200000,2600000,27700000,5400000, Rejected
983,4, Graduate, No,8700000,19800000,14,715,13500000,13400000,32000000,8500000, Approved
984,0, Not Graduate, No,1800000,5700000,20,392,3800000,2400000,3500000,1400000, Rejected
985,2, Graduate, Yes,4800000,12900000,8,740,9300000,900000,11000000,3700000, Approved
986,2, Graduate, No,9200000,34200000,2,456,12200000,11300000,25800000,5700000, Approved
987,1, Not Graduate, No,6200000,21100000,10,467,15600000,10500000,23500000,5300000, Rejected
988,0, Graduate, Yes,200000,700000,10,587,-100000,100000,500000,100000, Rejected
989,3, Not Graduate, Yes,8000000,24400000,14,399,19100000,5400000,20600000,11600000, Rejected
990,4, Graduate, No,4200000,14600000,6,324,6300000,5900000,11700000,3000000, Rejected
991,4, Not Graduate, No,5300000,10700000,12,821,15400000,10200000,17600000,2600000, Approved
992,4, Not Graduate, No,7200000,17700000,6,338,9900000,9300000,27800000,7200000, Rejected
993,4, Graduate, Yes,2900000,8300000,10,318,8700000,4100000,10900000,2100000, Rejected
994,3, Not Graduate, Yes,6000000,18700000,18,783,2800000,8500000,20300000,8800000, Approved
995,4, Graduate, Yes,5300000,12000000,10,329,15300000,9300000,17300000,6100000, Rejected
996,5, Not Graduate, Yes,7500000,15000000,14,661,12100000,5800000,29900000,4400000, Approved
997,4, Not Graduate, No,400000,900000,18,339,700000,200000,800000,200000, Rejected
998,3, Graduate, No,4500000,16900000,18,748,8500000,7200000,15100000,6600000, Approved
999,3, Graduate, No,4600000,10000000,4,702,6800000,1500000,16100000,4500000, Approved
1000,1, Not Graduate, No,2400000,7600000,12,372,5700000,4400000,6600000,1400000, Rejected
1001,4, Not Graduate, No,3900000,10600000,20,544,4100000,3100000,10900000,4900000, Rejected
1002,2, Not Graduate, No,400000,1000000,6,425,800000,300000,800000,200000, Rejected
1003,2, Not Graduate, Yes,1700000,5100000,18,321,2000000,2800000,5100000,1500000, Rejected
1004,2, Graduate, Yes,6100000,15500000,8,758,8900000,4000000,13300000,7200000, Approved
1005,5, Graduate, Yes,7300000,19600000,10,373,10400000,4700000,19500000,10600000, Rejected
1006,3, Not Graduate, Yes,300000,500000,6,876,300000,100000,1100000,300000, Approved
1007,3, Not Graduate, No,7000000,18400000,18,837,2800000,7900000,15400000,5700000, Approved
1008,0, Not Graduate, Yes,4900000,16500000,4,600,11100000,2200000,12000000,6500000, Approved
1009,1, Not Graduate, No,4100000,15800000,12,431,9700000,7300000,15200000,5700000, Rejected
1010,0, Not Graduate, Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000, Approved
1011,4, Not Graduate, Yes,9200000,28100000,12,760,23200000,9700000,22300000,12900000, Approved
1012,3, Not Graduate, No,8100000,21600000,4,740,22400000,3700000,16900000,9900000, Approved
1013,0, Graduate, No,9300000,20300000,14,759,27000000,11600000,26500000,10900000, Approved
1014,0, Graduate, No,6600000,13700000,20,747,3600000,2400000,23900000,6000000, Approved
1015,2, Not Graduate, No,9900000,31600000,16,892,4200000,17500000,31400000,12700000, Approved
1016,4, Graduate, Yes,6600000,20500000,8,856,18800000,5400000,15100000,9400000, Approved
1017,5, Graduate, No,7900000,28600000,12,812,12100000,14400000,30000000,11700000, Approved
1018,5, Graduate, Yes,6800000,22600000,2,804,3500000,12500000,18200000,9900000, Approved
1019,1, Graduate, Yes,3700000,12400000,12,330,3400000,1000000,10400000,2800000, Rejected
1020,4, Graduate, Yes,8800000,34200000,16,844,18700000,11000000,20700000,10700000, Approved
1021,5, Not Graduate, Yes,3300000,7800000,8,310,3000000,3900000,8300000,4200000, Rejected
1022,1, Graduate, No,8200000,25600000,4,686,2000000,5900000,17300000,4400000, Approved
1023,0, Not Graduate, Yes,3300000,9600000,8,465,6100000,700000,9700000,2000000, Rejected
1024,4, Graduate, Yes,5300000,10700000,12,547,1000000,10200000,11600000,5700000, Rejected
1025,2, Not Graduate, No,5400000,11900000,6,303,15000000,9200000,15400000,6900000, Rejected
1026,0, Not Graduate, No,9500000,24400000,14,769,14400000,2400000,30800000,14200000, Approved
1027,5, Graduate, Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000, Approved
1028,4, Graduate, Yes,1400000,2900000,6,723,3800000,0,4700000,1600000, Approved
1029,5, Not Graduate, Yes,3200000,11800000,16,565,8100000,2700000,9200000,1800000, Approved
1030,3, Not Graduate, Yes,9300000,23500000,16,728,3500000,9900000,27300000,9800000, Approved
1031,0, Not Graduate, Yes,3900000,8600000,2,667,4300000,6600000,13500000,2000000, Approved
1032,5, Not Graduate, No,3200000,7400000,12,583,9400000,5500000,10600000,3600000, Approved
1033,1, Not Graduate, Yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000, Rejected
1034,3, Not Graduate, No,8400000,27200000,12,604,21400000,8800000,23700000,4700000, Approved
1035,0, Not Graduate, Yes,4200000,8900000,14,796,3000000,1600000,13300000,4800000, Approved
1036,4, Graduate, No,3800000,8500000,10,416,6200000,4800000,14900000,4100000, Rejected
1037,3, Graduate, No,3200000,8200000,8,311,4900000,5600000,10700000,1600000, Rejected
1038,1, Not Graduate, Yes,4300000,9400000,6,543,7400000,5200000,14800000,4200000, Rejected
1039,5, Not Graduate, Yes,9400000,23200000,14,885,16900000,1200000,34900000,4700000, Approved
1040,4, Not Graduate, Yes,8100000,19400000,6,346,7800000,9300000,29300000,4500000, Rejected
1041,2, Graduate, No,9400000,23100000,4,488,20100000,3500000,28600000,10900000, Rejected
1042,3, Not Graduate, Yes,8000000,25600000,6,337,8800000,500000,18900000,9800000, Rejected
1043,2, Graduate, No,8200000,27200000,10,425,11400000,4900000,29300000,4500000, Rejected
